r_fighter,b_fighter
Markus Perez,James Bochnovic
Ramazan Emeev,Alberto Mina
Aleksei Oleinik,Junior Albini
Warlley Alves,Sultan Aliev
Elizeu Zaleski dos Santos,Sean Strickland
Jack Hermansson,Thales Leites
Kamaru Usman,Demian Maia
Tatiana Suarez,Alexa Grasso
Dominick Reyes,Jared Cannonier
Guido Cannetti,Diego Rivas
Andrea Lee,Veronica Hardy
Vicente Luque,Chad Laprise
Alexandre Pantoja,Brandon Moreno
Poliana Botelho,Syuri Kondo
Gabriel Benitez,Humberto Bandenay
Enrique Barzola,Brandon Davis
Frankie Saenz,Henry Briones
Claudio Puelles,Felipe Silva
Michel Prazeres,Zak Cummings
Makwan Amirkhani,Jason Knight
Neil Magny,Craig White
Arnold Allen,Mads Burnell
Claudio Silva,Nordine Taleb
Darren Till,Stephen Thompson
Tom Breese,Daniel Kelly
Lina Lansberg,Gina Mazany
Carlo Pedersoli Jr.,Brad Scott
Gillian Robertson,Molly McCann
Darren Stewart,Eric Spicely
Elias Theodorou,Trevor Smith
Marlon Moraes,Jimmie Rivera
Gregor Gillespie,Vinc Pichel
Walt Harris,Daniel Spitz
Ben Saunders,Jake Ellenberger
Julio Arce,Daniel Teymur
Nathaniel Wood,Johnny Eduardo
Sijara Eubanks,Lauren Murphy
David Teymur,Nik Lentz
Belal Muhammad,Chance Rencountre
Desmond Green,Gleison Tibau
Jose Torres,Jarred Brooks
Sam Alvey,Gian Villante
Robert Whittaker,Yoel Romero
Colby Covington,Rafael Dos Anjos
Holly Holm,Megan Anderson
Tai Tuivasa,Andrei Arlovski
Curtis Blaydes,Alistair Overeem
Claudia Gadelha,Carla Esparza
Chris de la Rocha,Rashad Coulter
Anthony Smith,Rashad Evans
Sergio Pettis,Joseph Benavidez
Charles Oliveira,Clay Guida
Mirsad Bektic,Ricardo Lamas
Dan Ige,Mike Santiago
Petr Yan,Teruto Ishihara
Leon Edwards,Donald Cerrone
Ovince Saint Preux,Tyson Pedro
Jessica Eye,Jessica-Rose Clark
Li Jingliang,Daichi Abe
Song Yadong,Felipe Arantes
Song Kenan,Hector Aldana
Jake Matthews,Shinsho Anzai
Yan Xiaonan,Viviane Pereira
Matt Schnell,Naoki Inoue
Yuta Sasaki,Jenel Lausa
Ji Yeon Kim,Melinda Fabian
Shane Young,Rolando Dy
Michael Trizano,Joe Giannetti
Brad Katona,Jay Cucciniello
Alex Caceres,Martin Bravo
Roxanne Modafferi,Barb Honchak
Alessio Di Chirico,Julian Marquez
Israel Adesanya,Brad Tavares
Luis Pena,Richie Smullen
John Gunther,Allan Zuniga
Bryce Mitchell,Tyler Diamond
Steven Peterson,Matt Bessette
Gerald Meerschaert,Oskar Piechota
Montana De La Rosa,Rachael Ostovich
Daniel Cormier,Stipe Miocic
Derrick Lewis,Francis Ngannou
Mike Perry,Paul Felder
Anthony Pettis,Michael Chiesa
Khalil Rountree Jr.,Gokhan Saki
Raphael Assuncao,Rob Font
Drakkar Klose,Lando Vannata
Curtis Millender,Max Griffin
Dan Hooker,Gilbert Burns
Emily Whitmire,Jamie Moyle
Paulo Costa,Uriah Hall
Junior Dos Santos,Blagoy Ivanov
Chad Mendes,Myles Jury
Sage Northcutt,Zak Ottow
Ricky Glenn,Dennis Bermudez
Niko Price,Randy Brown
Cat Zingano,Marion Reneau
Mark De La Rosa,Elias Garcia
Alexander Volkanovski,Darren Elkins
Said Nurmagomedov,Justin Scoggins
Raoni Barcelos,Kurt Holobaugh
Liz Carmouche,Jennifer Maia
Jessica Aguilar,Jodie Esquibel
Alejandro Perez,Eddie Wineland
Anthony Smith,Mauricio Rua
Corey Anderson,Glover Teixeira
Abu Azaitar,Vitor Miranda
Marcin Tybura,Stefan Struve
Danny Roberts,David Zawada
Nasrat Haqparast,Marc Diakiese
Bartosz Fabinski,Emil Meek
Nad Narimani,Khalid Taha
Aleksandar Rakic,Justin Ledet
Manny Bermudez,Davey Grant
Darko Stosic,Jeremy Kimball
Pingyuan Liu,Damian Stasiak
Damir Hadzovic,Nick Hein
Jordan Mein,Alex Morono
Dustin Poirier,Eddie Alvarez
Jose Aldo,Jeremy Stephens
Joanna Jedrzejczyk,Tecia Torres
Alexander Hernandez,Olivier Aubin-Mercier
Hakeem Dawodu,Austin Arnett
Ion Cutelaba,Gadzhimurad Antigulov
Devin Powell,Alvaro Herrera Mendoza
Nina Nunes,Randa Markos
Dustin Ortiz,Matheus Nicolau
Islam Makhachev,Kajan Johnson
John Makdessi,Ross Pearson
Katlyn Cerminara,Alexis Davis
Zhang Weili,Danielle Taylor
Marlon Vera,Wulijiburen
TJ Dillashaw,Cody Garbrandt
Henry Cejudo,Demetrious Johnson
JJ Aldrich,Polyana Viana
Thiago Santos,Kevin Holland
Renato Moicano,Cub Swanson
Ricky Simon,Montel Jackson
Ricardo Ramos,Kyung Ho Kang
Sheymon Moraes,Matt Sayles
Alex Perez,Jose Torres
Pedro Munhoz,Brett Johns
Deiveson Figueiredo,John Moraga
Justin Gaethje,James Vick
Michael Johnson,Andre Fili
Cortney Casey,Angela Hill
Bryan Barberena,Jake Ellenberger
Eryk Anders,Tim Williams
Andrew Sanchez,Markus Perez
Cory Sandhagen,Iuri Alcantara
Mickey Gall,George Sullivan
Joanne Wood,Kalindra Faria
Drew Dober,Jon Tuck
Rani Yahya,Luke Sanders
James Krause,Warlley Alves
Abdul Razak Alhassan,Niko Price
Tyron Woodley,Darren Till
Jessica Andrade,Karolina Kowalkiewicz
Zabit Magomedsharipov,Brandon Davis
Jimmie Rivera,John Dodson
Tatiana Suarez,Carla Esparza
Diego Sanchez,Craig White
Geoff Neal,Frank Camacho
Darren Stewart,Charles Byrd
Jarred Brooks,Robert Sanchez
Jim Miller,Alex White
Irene Aldana,Lucie Pudilova
Aljamain Sterling,Cody Stamann
Aleksei Oleinik,Mark Hunt
Jan Blachowicz,Nikita Krylov
Shamil Abdurakhimov,Andrei Arlovski
Aleksei Kunchenko,Thiago Alves
Khalid Murtazaliev,CB Dollaway
Petr Yan,Jin Soo Son
Mairbek Taisumov,Desmond Green
Magomed Ankalaev,Marcin Prachnio
Jordan Johnson,Adam Yandiev
Ramazan Emeev,Stefan Sekulic
Merab Dvalishvili,Terrion Ware
Rustam Khabilov,Kajan Johnson
Francisco Trinaldo,Evan Dunham
Thiago Santos,Eryk Anders
Alex Oliveira,Carlo Pedersoli Jr.
Rogerio Nogueira,Sam Alvey
Andre Ewell,Renan Barao
Ryan Spann,Luis Henrique
Charles Oliveira,Christos Giagos
Sergio Moraes,Ben Saunders
Randa Markos,Marina Rodriguez
Mayra Bueno Silva,Gillian Robertson
Thales Leites,Hector Lombard
Elizeu Zaleski dos Santos,Luigi Vendramini
Livinha Souza,Alex Chambers
Augusto Sakai,Chase Sherman
Khabib Nurmagomedov,Conor McGregor
Tony Ferguson,Anthony Pettis
Dominick Reyes,Ovince Saint Preux
Derrick Lewis,Alexander Volkov
Michelle Waterson-Gomez,Felice Herrig
Vicente Luque,Jalin Turner
Aspen Ladd,Tonya Evinger
Scott Holtzman,Alan Patrick
Yana Santos,Lina Lansberg
Nik Lentz,Gray Maynard
Anthony Rocco Martin,Ryan LaFlare
Jussier Formiga,Sergio Pettis
Gian Villante,Ed Herman
Anthony Smith,Volkan Oezdemir
Misha Cirkunov,Patrick Cummins
Andre Soukhamthath,Jonathan Martinez
Court McGee,Alex Garcia
Michael Johnson,Artem Lobov
Nasrat Haqparast,Thibault Gouti
Calvin Kattar,Chris Fishgold
Talita Bernardo,Sarah Moras
Don Madge,Te Edwards
Arjan Bhullar,Marcelo Golm
Stevie Ray,Jessin Ayari
Sean Strickland,Nordine Taleb
Jacare Souza,Chris Weidman
Jared Cannonier,David Branch
Karl Roberson,Jack Marshman
Israel Adesanya,Derek Brunson
Jordan Rinaldi,Jason Knight
Daniel Cormier,Derrick Lewis
Sheymon Moraes,Julio Arce
Lyman Good,Ben Saunders
Shane Burgos,Kurt Holobaugh
Marcos Rogerio de Lima,Adam Wieczorek
Matt Frevola,Lando Vannata
Sijara Eubanks,Roxanne Modafferi
Yair Rodriguez,Chan Sung Jung
Donald Cerrone,Mike Perry
Germaine de Randamie,Raquel Pennington
Beneil Dariush,Thiago Moises
Maycee Barber,Hannah Cifers
Michael Trizano,Luis Pena
Davi Ramos,John Gunther
Devonte Smith,Julian Erosa
Eric Shelton,Joseph Morales
Mark De La Rosa,Joby Sanchez
Ashley Yoder,Amanda Cooper
Santiago Ponzinibbio,Neil Magny
Ricardo Lamas,Darren Elkins
Johnny Walker,Khalil Rountree Jr.
Ian Heinisch,Cezar Ferreira
Marlon Vera,Guido Cannetti
Austin Arnett,Humberto Bandenay
Michel Prazeres,Bartosz Fabinski
Cynthia Calvillo,Poliana Botelho
Nad Narimani,Anderson Dos Santos
Laureano Staropoli,Hector Aldana
Jesus Pinedo,Devin Powell
Alexandre Pantoja,Yuta Sasaki
Francis Ngannou,Curtis Blaydes
Alistair Overeem,Sergei Pavlovich
Song Yadong,Vince Morales
Alex Morono,Song Kenan
Wu Yanan,Lauren Mueller
Li Jingliang,David Zawada
Zhang Weili,Jessica Aguilar
Pingyuan Liu,Martin Day
Yan Xiaonan,Syuri Kondo
Kevin Holland,John Phillips
Louis Smolka,Sumudaerji
Rashad Coulter,Hu Yaozong
Edmen Shahbazyan,Darren Stewart
Kamaru Usman,Rafael Dos Anjos
Juan Espino,Justin Frazier
Macy Chiasson,Pannie Kianzad
Pedro Munhoz,Bryan Caraway
Antonina Shevchenko,Ji Yeon Kim
Roosevelt Roberts,Darrell Horcher
Joseph Benavidez,Alex Perez
Maurice Greene,Michel Batista
Leah Letson,Julija Stoliarenko
Tim Means,Ricky Rainey
Raoni Barcelos,Chris Gutierrez
Kevin Aguilar,Ricky Glenn
Anthony Rocco Martin,Jake Matthews
Junior Dos Santos,Tai Tuivasa
Mauricio Rua,Tyson Pedro
Justin Willis,Mark Hunt
Sodiq Yusuff,Suman Mokhtarian
Kai Kara-France,Elias Garcia
Aleksei Kunchenko,Yushin Okami
Jimmy Crute,Paul Craig
Christos Giagos,Mizuto Hirota
Damir Ismagulov,Alex Gorgees
Keita Nakamura,Salim Touahri
Wilson Reis,Ben Nguyen
Max Holloway,Brian Ortega
Valentina Shevchenko,Joanna Jedrzejczyk
Gunnar Nelson,Alex Oliveira
Hakeem Dawodu,Kyle Bochniak
Thiago Santos,Jimi Manuwa
Nina Nunes,Claudia Gadelha
Elias Theodorou,Eryk Anders
Brad Katona,Matthew Lopez
Dhiego Lima,Chad Laprise
Diego Ferreira,Kyle Nelson
Aleksandar Rakic,Devin Clark
Gilbert Burns,Olivier Aubin-Mercier
Jessica Eye,Katlyn Cerminara
Rob Font,Sergio Pettis
Edson Barboza,Dan Hooker
Dan Ige,Jordan Griffin
Charles Oliveira,Jim Miller
Al Iaquinta,Kevin Lee
Zak Ottow,Dwight Grant
Juan Adams,Chris de la Rocha
Joaquim Silva,Jared Gordon
Mike Rodriguez,Adam Milstead
Drakkar Klose,Bobby Green
Jack Hermansson,Gerald Meerschaert
Zak Cummings,Trevor Smith
Jon Jones,Alexander Gustafsson
Amanda Nunes,Cristiane Justino
Michael Chiesa,Carlos Condit
Alexander Volkanovski,Chad Mendes
Corey Anderson,Ilir Latifi
Ryan Hall,BJ Penn
Nathaniel Wood,Andre Ewell
Uriah Hall,Bevon Lewis
Curtis Millender,Siyar Bahadurzada
Montel Jackson,Brian Kelleher
Petr Yan,Douglas Silva de Andrade
Megan Anderson,Cat Zingano
Paige VanZant,Rachael Ostovich
Henry Cejudo,TJ Dillashaw
Allen Crowder,Greg Hardy
Gregor Gillespie,Yancy Medeiros
Joseph Benavidez,Dustin Ortiz
Glover Teixeira,Karl Roberson
Joanne Wood,Ariane Lipski
Alonzo Menifield,Vinicius Moreira
Cory Sandhagen,Mario Bautista
Dennis Bermudez,Te Edwards
Geoff Neal,Belal Muhammad
Chance Rencountre,Kyle Stewart
Donald Cerrone,Alexander Hernandez
Marlon Moraes,Raphael Assuncao
Jose Aldo,Renato Moicano
Demian Maia,Lyman Good
Charles Oliveira,David Teymur
Johnny Walker,Justin Ledet
Livinha Souza,Sarah Frota
Markus Perez,Anthony Hernandez
Thiago Alves,Max Griffin
Jairzinho Rozenstruik,Junior Albini
Geraldo de Freitas,Felipe Colares
Said Nurmagomedov,Ricardo Ramos
Rogerio Bontorin,Bibulatov Magomed
Mara Romero Borella,Taila Santos
Israel Adesanya,Anderson Silva
Lando Vannata,Marcos Mariano
Ricky Simon,Rani Yahya
Montana De La Rosa,Nadia Kassem
Jimmy Crute,Sam Alvey
Devonte Smith,Dong Hyun Ma
Kai Kara-France,Raulian Paiva
Kyung Ho Kang,Teruto Ishihara
Jalin Turner,Callan Potter
Jonathan Martinez,Wulijiburen
Shane Young,Austin Arnett
Francis Ngannou,Cain Velasquez
Paul Felder,James Vick
Cynthia Calvillo,Cortney Casey
Kron Gracie,Alex Caceres
Andre Fili,Myles Jury
Vicente Luque,Bryan Barberena
Manny Bermudez,Benito Lopez
Andrea Lee,Ashlee Evans-Smith
Nik Lentz,Scott Holtzman
Luke Sanders,Renan Barao
Emily Whitmire,Aleksandra Albu
Aljamain Sterling,Jimmie Rivera
Petr Yan,John Dodson
Thiago Santos,Jan Blachowicz
Stefan Struve,Marcos Rogerio de Lima
Michal Oleksiejczuk,Gian Villante
Liz Carmouche,Lucie Pudilova
Magomed Ankalaev,Klidson Abreu
Diego Ferreira,Rustam Khabilov
Chris Fishgold,Daniel Teymur
Gillian Robertson,Veronica Hardy
Damir Hadzovic,Marco Polo Reyes
Ismail Naurdiev,Michel Prazeres
Damir Ismagulov,Joel Alvarez
Dwight Grant,Carlo Pedersoli Jr.
Zhang Weili,Tecia Torres
Jon Jones,Anthony Smith
Kamaru Usman,Tyron Woodley
Ben Askren,Robbie Lawler
Pedro Munhoz,Cody Garbrandt
Hannah Cifers,Polyana Viana
Johnny Walker,Misha Cirkunov
Cody Stamann,Alejandro Perez
Diego Sanchez,Mickey Gall
Edmen Shahbazyan,Charles Byrd
Macy Chiasson,Gina Mazany
Zabit Magomedsharipov,Jeremy Stephens
Junior Dos Santos,Derrick Lewis
Elizeu Zaleski dos Santos,Curtis Millender
Niko Price,Tim Means
Blagoy Ivanov,Ben Rothwell
Beneil Dariush,Drew Dober
Omari Akhmedov,Tim Boetsch
Anthony Rocco Martin,Sergio Moraes
Grant Dawson,Julian Erosa
Maurice Greene,Jeff Hughes
Matt Schnell,Louis Smolka
Alex Morono,Zak Ottow
Alex White,Dan Moret
Yana Santos,Marion Reneau
Nathaniel Wood,Jose Quinonez
Jorge Masvidal,Darren Till
Leon Edwards,Gunnar Nelson
Dominick Reyes,Volkan Oezdemir
Claudio Silva,Danny Roberts
Mike Grundy,Nad Narimani
Arnold Allen,Jordan Rinaldi
Molly McCann,Priscila Cachoeira
Dan Ige,Danny Henry
Jack Marshman,John Phillips
Marc Diakiese,Joe Duffy
Saparbeg Safarov,Nicolae Negumereanu
Anthony Pettis,Stephen Thompson
Curtis Blaydes,Justin Willis
John Makdessi,Jesus Pinedo
Luis Pena,Steven Peterson
Jussier Formiga,Deiveson Figueiredo
Marlon Vera,Frankie Saenz
Jennifer Maia,Alexis Davis
Randa Markos,Angela Hill
Chris Gutierrez,Ryan MacDonald
Jordan Espinosa,Eric Shelton
Bryce Mitchell,Bobby Moffett
Maycee Barber,JJ Aldrich
Sodiq Yusuff,Sheymon Moraes
Justin Gaethje,Edson Barboza
Jack Hermansson,David Branch
Josh Emmett,Michael Johnson
Michelle Waterson-Gomez,Karolina Kowalkiewicz
Paul Craig,Kennedy Nzechukwu
Marina Rodriguez,Jessica Aguilar
Kevin Aguilar,Enrique Barzola
Kevin Holland,Gerald Meerschaert
Casey Kenney,Ray Borg
Maryna Moroz,Sabina Mazo
Alex Perez,Mark De La Rosa
Desmond Green,Ross Pearson
Dustin Poirier,Max Holloway
Israel Adesanya,Kelvin Gastelum
Khalil Rountree Jr.,Eryk Anders
Dwight Grant,Alan Jouban
Nikita Krylov,Ovince Saint Preux
Matt Frevola,Jalin Turner
Alexandre Pantoja,Wilson Reis
Khalid Taha,Boston Salmon
Belal Muhammad,Curtis Millender
Montel Jackson,Andre Soukhamthath
Poliana Botelho,Lauren Mueller
Brandon Davis,Randy Costa
Max Griffin,Zelim Imadaev
Roxanne Modafferi,Antonina Shevchenko
Islam Makhachev,Arman Tsarukyan
Sergei Pavlovich,Marcelo Golm
Krzysztof Jotko,Alen Amedovski
Alistair Overeem,Aleksei Oleinik
Sultan Aliev,Keita Nakamura
Alexander Yakovlev,Alex Da Silva
Shamil Abdurakhimov,Marcin Tybura
Michal Oleksiejczuk,Gadzhimurad Antigulov
Magomed Mustafaev,Rafael Fiziev
Movsar Evloev,SeungWoo Choi
Greg Hardy,Dmitrii Smoliakov
Mike Perry,Alex Oliveira
Glover Teixeira,Ion Cutelaba
Cory Sandhagen,John Lineker
Roosevelt Roberts,Thomas Gifford
Jack Hermansson,Jacare Souza
Augusto Sakai,Andrei Arlovski
Carla Esparza,Virna Jandiroba
Gilbert Burns,Mike Davis
Jim Miller,Jason Gonzalez
Angela Hill,Jodie Esquibel
Dhiego Lima,Court McGee
Takashi Sato,Ben Saunders
Donald Cerrone,Al Iaquinta
Derek Brunson,Elias Theodorou
Shane Burgos,Cub Swanson
Merab Dvalishvili,Brad Katona
Walt Harris,Serghei Spivac
Macy Chiasson,Sarah Moras
Vince Morales,Aiemann Zahabi
Nordine Taleb,Kyle Prepolec
Matt Sayles,Kyle Nelson
Arjan Bhullar,Juan Adams
Cole Smith,Mitch Gagnon
Andrew Sanchez,Marc-Andre Barriault
Laureano Staropoli,Thiago Alves
Jessica Andrade,Rose Namajunas
Jared Cannonier,Anderson Silva
Alexander Volkanovski,Jose Aldo
Irene Aldana,Bethe Correia
Viviane Araujo,Talita Bernardo
Thiago Moises,Kurt Holobaugh
Warlley Alves,Sergio Moraes
Clay Guida,BJ Penn
Luana Carolina,Priscila Cachoeira
Raoni Barcelos,Carlos Huachin
Ryan Spann,Rogerio Nogueira
Rafael Dos Anjos,Kevin Lee
Ian Heinisch,Antonio Carlos Junior
Felicia Spencer,Megan Anderson
Vicente Luque,Derrick Krantz
Charles Oliveira,Nik Lentz
Davi Ramos,Austin Hubbard
Aspen Ladd,Sijara Eubanks
Michel Pereira,Danny Roberts
Grant Dawson,Michael Trizano
Ed Herman,Patrick Cummins
Zak Cummings,Trevin Giles
Julio Arce,Julian Erosa
Desmond Green,Charles Jourdain
Anthony Smith,Alexander Gustafsson
Aleksandar Rakic,Jimi Manuwa
Makwan Amirkhani,Chris Fishgold
Christos Giagos,Damir Hadzovic
Daniel Teymur,Sung Bin Jo
Leonardo Santos,Stevie Ray
Lina Lansberg,Tonya Evinger
Frank Camacho,Nick Hein
Bea Malecki,Duda Santana
Devin Clark,Darko Stosic
Joel Alvarez,Danilo Belluardo
Sergey Khandozhko,Rostem Akman
Henry Cejudo,Marlon Moraes
Valentina Shevchenko,Jessica Eye
Tony Ferguson,Donald Cerrone
Petr Yan,Jimmie Rivera
Blagoy Ivanov,Tai Tuivasa
Tatiana Suarez,Nina Nunes
Aljamain Sterling,Pedro Munhoz
Alexa Grasso,Karolina Kowalkiewicz
Calvin Kattar,Ricardo Lamas
Yan Xiaonan,Angela Hill
Darren Stewart,Bevon Lewis
Eddie Wineland,Grigory Popov
Katlyn Cerminara,Joanne Wood
Randy Brown,Bryan Barberena
Andre Ewell,Anderson Dos Santos
Andrea Lee,Montana De La Rosa
Kevin Holland,Alessio Di Chirico
Chan Sung Jung,Renato Moicano
Ashley Yoder,Syuri Kondo
Luis Pena,Matt Wiman
Jairzinho Rozenstruik,Allen Crowder
Molly McCann,Ariane Lipski
Deron Winn,Eric Spicely
Dan Ige,Kevin Aguilar
Joseph Benavidez,Jussier Formiga
Demian Maia,Anthony Rocco Martin
Vinc Pichel,Roosevelt Roberts
Drew Dober,Marco Polo Reyes
Alonzo Menifield,Paul Craig
Francis Ngannou,Junior Dos Santos
Eryk Anders,Vinicius Moreira
Jared Gordon,Dan Moret
Dalcha Lungiambula,Dequan Townsend
Amanda Ribas,Emily Whitmire
Maurice Greene,Junior Albini
Ricardo Ramos,Journey Newson
Jon Jones,Thiago Santos
Amanda Nunes,Holly Holm
Jorge Masvidal,Ben Askren
Jan Blachowicz,Luke Rockhold
Michael Chiesa,Diego Sanchez
Marlon Vera,Nohelin Hernandez
Claudia Gadelha,Randa Markos
Song Yadong,Alejandro Perez
Edmen Shahbazyan,Jack Marshman
Chance Rencountre,Ismail Naurdiev
Julia Avila,Pannie Kianzad
Arnold Allen,Gilbert Melendez
Germaine de Randamie,Aspen Ladd
Urijah Faber,Ricky Simon
Josh Emmett,Mirsad Bektic
Karl Roberson,Wellington Turman
Marvin Vettori,Cezar Ferreira
Julianna Pena,Nicco Montano
Ryan Hall,Darren Elkins
Jonathan Martinez,Pingyuan Liu
Brianna Fortino,Livinha Souza
Benito Lopez,Vince Morales
Andre Fili,Sheymon Moraes
Walt Harris,Aleksei Oleinik
Greg Hardy,Juan Adams
Dan Hooker,James Vick
Alexander Hernandez,Francisco Trinaldo
Andrei Arlovski,Ben Rothwell
Leon Edwards,Rafael Dos Anjos
Raquel Pennington,Irene Aldana
Klidson Abreu,Sam Alvey
Jennifer Maia,Roxanne Modafferi
Ray Borg,Gabriel Silva
Mario Bautista,Jin Soo Son
Felipe Colares,Domingo Pilarte
Alex Caceres,Steven Peterson
Max Holloway,Frankie Edgar
Cristiane Justino,Felicia Spencer
Geoff Neal,Niko Price
Arman Tsarukyan,Olivier Aubin-Mercier
Krzysztof Jotko,Marc-Andre Barriault
Viviane Araujo,Alexis Davis
Gavin Tucker,SeungWoo Choi
Deiveson Figueiredo,Alexandre Pantoja
Gillian Robertson,Sarah Frota
Erik Koch,Kyle Stewart
Hakeem Dawodu,Yoshinori Horie
Gerald Meerschaert,Trevin Giles
Colby Covington,Robbie Lawler
Jim Miller,Clay Guida
Nasrat Haqparast,Joaquim Silva
Scott Holtzman,Dong Hyun Ma
Miranda Granger,Hannah Goldy
Mickey Gall,Salim Touahri
Antonina Shevchenko,Lucie Pudilova
Matt Schnell,Jordan Espinosa
Lauren Murphy,Mara Romero Borella
Claudio Silva,Cole Williams
Kennedy Nzechukwu,Darko Stosic
Valentina Shevchenko,Liz Carmouche
Vicente Luque,Mike Perry
Eduardo Garagorri,Humberto Bandenay
Volkan Oezdemir,Ilir Latifi
Rodolfo Vieira,Oskar Piechota
Enrique Barzola,Bobby Moffett
Gilbert Burns,Aleksei Kunchenko
Marina Rodriguez,Tecia Torres
Rogerio Bontorin,Raulian Paiva
Chris Gutierrez,Geraldo de Freitas
Alex Da Silva,Kazula Vargas
Veronica Hardy,Polyana Viana
Ciryl Gane,Raphael Pessoa
Sodiq Yusuff,Gabriel Benitez
Stipe Miocic,Daniel Cormier
Nate Diaz,Anthony Pettis
Paulo Costa,Yoel Romero
Derek Brunson,Ian Heinisch
Cory Sandhagen,Raphael Assuncao
Khama Worthy,Devonte Smith
Drakkar Klose,Christos Giagos
Casey Kenney,Manny Bermudez
Hannah Cifers,Jodie Esquibel
Kyung Ho Kang,Brandon Davis
Sabina Mazo,Shana Dobson
Zhang Weili,Jessica Andrade
Li Jingliang,Elizeu Zaleski dos Santos
Kai Kara-France,Mark De La Rosa
Song Kenan,Derrick Krantz
Mizuki,Wu Yanan
Anthony Hernandez,JunYong Park
Sumudaerji,Andre Soukhamthath
Damir Ismagulov,Thiago Moises
Alatengheili,Batgerel Danaa
Karol Rosa,Lara Procopio
Da Woon Jung,Khadis Ibragimov
Curtis Blaydes,Shamil Abdurakhimov
Khabib Nurmagomedov,Dustin Poirier
Diego Ferreira,Mairbek Taisumov
Paul Felder,Edson Barboza
Joanne Wood,Andrea Lee
Islam Makhachev,Davi Ramos
Ottman Azaitar,Teemu Packalen
Belal Muhammad,Takashi Sato
Muslim Salikhov,Nordine Taleb
Zubaira Tukhugov,Lerone Murphy
Omari Akhmedov,Zak Cummings
Don Madge,Fares Ziam
Sarah Moras,Liana Jojua
Justin Gaethje,Donald Cerrone
Tristan Connelly,Michel Pereira
Uriah Hall,Antonio Carlos Junior
Misha Cirkunov,Jimmy Crute
Glover Teixeira,Nikita Krylov
Miles Johns,Cole Smith
Hunter Azure,Brad Katona
Chas Skelly,Jordan Griffin
Louis Smolka,Ryan MacDonald
Austin Hubbard,Kyle Prepolec
Augusto Sakai,Marcin Tybura
Carla Esparza,Alexa Grasso
Irene Aldana,Vanessa Melo
Steven Peterson,Martin Bravo
Jose Quinonez,Carlos Huachin
Kyle Nelson,Marco Polo Reyes
Sergio Pettis,Tyson Nam
Paul Craig,Vinicius Moreira
Bethe Correia,Sijara Eubanks
Claudio Puelles,Marcos Mariano
Brandon Moreno,Askar Askarov
Angela Hill,Ariane Carnelossi
Ion Cutelaba,Khalil Rountree Jr.
Gilbert Burns,Gunnar Nelson
Ovince Saint Preux,Michal Oleksiejczuk
Jared Cannonier,Jack Hermansson
Mark Madsen,Danilo Belluardo
Nicolas Dalby,Alex Oliveira
Marc Diakiese,Lando Vannata
Makhmud Muradov,Alessio Di Chirico
Ismail Naurdiev,Siyar Bahadurzada
Giga Chikadze,Brandon Davis
Lina Lansberg,Macy Chiasson
Jack Shore,Nohelin Hernandez
John Phillips,Alen Amedovski
Israel Adesanya,Robert Whittaker
Dan Hooker,Al Iaquinta
Serghei Spivac,Tai Tuivasa
Dhiego Lima,Luke Jumeau
Yorgan De Castro,Justin Tafa
Jake Matthews,Rostem Akman
Callan Potter,Maki Pitolo
Brad Riddell,Jamie Mullarkey
Megan Anderson,Zarah Fairn
Ji Yeon Kim,Nadia Kassem
Cub Swanson,Kron Gracie
Niko Price,James Vick
Amanda Ribas,Mackenzie Dern
Matt Frevola,Luis Pena
Eryk Anders,Gerald Meerschaert
Ryan Spann,Devin Clark
Joanna Jedrzejczyk,Michelle Waterson-Gomez
Alex Morono,Max Griffin
Deiveson Figueiredo,Tim Elliott
Marlon Vera,Andre Ewell
Miguel Baeza,Hector Aldana
Marvin Vettori,Andrew Sanchez
JJ Aldrich,Lauren Mueller
Mike Davis,Thomas Gifford
Yair Rodriguez,Jeremy Stephens
Joe Lauzon,Jonathan Pearce
Maycee Barber,Gillian Robertson
Darren Stewart,Deron Winn
Charles Rosa,Manny Bermudez
Dominick Reyes,Chris Weidman
Sean Woodson,Kyle Bochniak
Randy Costa,Boston Salmon
Sean Brady,Court McGee
Brendan Allen,Kevin Holland
Tanner Boser,Daniel Spitz
Molly McCann,Diana Belbita
Demian Maia,Ben Askren
Stevie Ray,Michael Johnson
Beneil Dariush,Frank Camacho
Ciryl Gane,Don'Tale Mayes
Muslim Salikhov,Laureano Staropoli
Randa Markos,Ashley Yoder
Movsar Evloev,Enrique Barzola
Sergei Pavlovich,Maurice Greene
Loma Lookboonmee,Aleksandra Albu
Raphael Pessoa,Jeff Hughes
Rafael Fiziev,Alex White
Jorge Masvidal,Nate Diaz
Derrick Lewis,Blagoy Ivanov
Darren Till,Kelvin Gastelum
Stephen Thompson,Vicente Luque
Kevin Lee,Gregor Gillespie
Lyman Good,Chance Rencountre
Shane Burgos,Makwan Amirkhani
Hakeem Dawodu,Julio Arce
Katlyn Cerminara,Jennifer Maia
Corey Anderson,Johnny Walker
Edmen Shahbazyan,Brad Tavares
Jairzinho Rozenstruik,Andrei Arlovski
Zabit Magomedsharipov,Calvin Kattar
Alexander Volkov,Greg Hardy
Danny Roberts,Zelim Imadaev
Ed Herman,Khadis Ibragimov
Shamil Gamzatov,Klidson Abreu
Anthony Rocco Martin,Ramazan Emeev
Rustam Khabilov,Sergey Khandozhko
Karl Roberson,Roman Kopylov
